,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU1124,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__uncultured_bacterium_o_Acidobacteriales,g__uncultured_bacterium_o_Acidobacteriales,s__uncultured_bacterium_o_Acidobacteriales
OTU1125,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured_bacterium_c_Alphaproteobacteria,f__uncultured_bacterium_c_Alphaproteobacteria,g__uncultured_bacterium_c_Alphaproteobacteria,s__uncultured_bacterium_c_Alphaproteobacteria
OTU1126,k__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__uncultured_bacterium_g_SM1A02
OTU1127,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010,g__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010,s__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010
OTU1128,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Butyricicoccus,s__uncultured_bacterium_g_Butyricicoccus
OTU1129,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__uncultured_bacterium_c_Subgroup_17,f__uncultured_bacterium_c_Subgroup_17,g__uncultured_bacterium_c_Subgroup_17,s__uncultured_bacterium_c_Subgroup_17
OTU113,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__uncultured_bacterium_g_Cavicella
OTU1130,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__KD3-10,g__uncultured_bacterium_f_KD3-10,s__uncultured_bacterium_f_KD3-10
OTU1131,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Actinomarinales,f__uncultured_bacterium_o_Actinomarinales,g__uncultured_bacterium_o_Actinomarinales,s__uncultured_bacterium_o_Actinomarinales
OTU11318,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__uncultured_bacterium_o_Myxococcales,g__uncultured_bacterium_o_Myxococcales,s__uncultured_bacterium_o_Myxococcales
OTU11319,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__uncultured_bacterium_f_Chitinophagaceae,s__uncultured_bacterium_f_Chitinophagaceae
OTU1133,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Pajaroellobacter,s__uncultured_bacterium_g_Pajaroellobacter
OTU11335,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1135,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU1136,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__uncultured_bacterium_o_Elsterales,g__uncultured_bacterium_o_Elsterales,s__uncultured_bacterium_o_Elsterales
OTU1137,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU1138,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Limnobacter,s__uncultured_bacterium_g_Limnobacter
OTU1139,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__bacterium_WX65,g__uncultured_bacterium_f_bacterium_WX65,s__uncultured_bacterium_f_bacterium_WX65
OTU114,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Dyadobacter,s__uncultured_bacterium_g_Dyadobacter
OTU1140,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__uncultured_bacterium_f_Muribaculaceae,s__uncultured_bacterium_f_Muribaculaceae
OTU11403,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU1141,k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__uncultured_bacterium_c_JG30-KF-CM66,f__uncultured_bacterium_c_JG30-KF-CM66,g__uncultured_bacterium_c_JG30-KF-CM66,s__uncultured_bacterium_c_JG30-KF-CM66
OTU1143,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter_wooponensis
OTU11430,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__uncultured_bacterium_o_Subgroup_7,g__uncultured_bacterium_o_Subgroup_7,s__uncultured_bacterium_o_Subgroup_7
OTU1144,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__uncultured_bacterium_c_Acidimicrobiia,f__uncultured_bacterium_c_Acidimicrobiia,g__uncultured_bacterium_c_Acidimicrobiia,s__uncultured_bacterium_c_Acidimicrobiia
OTU1145,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU11462,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__uncultured_bacterium_c_Anaerolineae,f__uncultured_bacterium_c_Anaerolineae,g__uncultured_bacterium_c_Anaerolineae,s__uncultured_bacterium_c_Anaerolineae
OTU1147,k__Bacteria,p__Chloroflexi,c__TK10,o__uncultured_bacterium_c_TK10,f__uncultured_bacterium_c_TK10,g__uncultured_bacterium_c_TK10,s__uncultured_bacterium_c_TK10
OTU1148,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__uncultured_bacterium_f_AKYG1722,s__uncultured_bacterium_f_AKYG1722
OTU115,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__Lachnospiraceae_bacterium_10-1
OTU1150,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__uncultured_bacterium_f_Microscillaceae,s__uncultured_bacterium_f_Microscillaceae
OTU1151,k__Bacteria,p__Latescibacteria,c__uncultured_bacterium_p_Latescibacteria,o__uncultured_bacterium_p_Latescibacteria,f__uncultured_bacterium_p_Latescibacteria,g__uncultured_bacterium_p_Latescibacteria,s__uncultured_bacterium_p_Latescibacteria
OTU1152,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1153,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_UCG-014,s__uncultured_bacterium_g_Ruminococcaceae_UCG-014
OTU1154,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__uncultured_bacterium_g_Acinetobacter
OTU1155,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,s__uncultured_bacterium_g_Caulobacter
OTU1156,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU116,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__uncultured_bacterium_g_MND1
OTU1160,k__Bacteria,p__Chloroflexi,c__JG30-KF-CM66,o__uncultured_bacterium_c_JG30-KF-CM66,f__uncultured_bacterium_c_JG30-KF-CM66,g__uncultured_bacterium_c_JG30-KF-CM66,s__uncultured_bacterium_c_JG30-KF-CM66
OTU1163,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__uncultured_bacterium_o_Microtrichales,g__uncultured_bacterium_o_Microtrichales,s__uncultured_bacterium_o_Microtrichales
OTU11637,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__uncultured_bacterium_c_MB-A2-108,f__uncultured_bacterium_c_MB-A2-108,g__uncultured_bacterium_c_MB-A2-108,s__uncultured_bacterium_c_MB-A2-108
OTU1164,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__uncultured_bacterium_g_Subgroup_10
OTU11650,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Ramlibacter,s__uncultured_bacterium_g_Ramlibacter
OTU1167,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__uncultured_bacterium_c_Subgroup_17,f__uncultured_bacterium_c_Subgroup_17,g__uncultured_bacterium_c_Subgroup_17,s__uncultured_bacterium_c_Subgroup_17
OTU1168,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b,g__uncultured_bacterium_f_A4b,s__uncultured_bacterium_f_A4b
OTU1169,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosomonas,s__uncultured_bacterium_g_Nitrosomonas
OTU117,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,s__uncultured_bacterium_g_Rubellimicrobium
OTU1170,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__uncultured_bacterium_f_Ilumatobacteraceae,s__uncultured_bacterium_f_Ilumatobacteraceae
OTU1171,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Virgisporangium,s__uncultured_bacterium_g_Virgisporangium
OTU1172,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU1173,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU1174,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1175,k__Bacteria,p__Actinobacteria,c__uncultured_bacterium_p_Actinobacteria,o__uncultured_bacterium_p_Actinobacteria,f__uncultured_bacterium_p_Actinobacteria,g__uncultured_bacterium_p_Actinobacteria,s__uncultured_bacterium_p_Actinobacteria
OTU1176,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1177,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010,g__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010,s__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010
OTU11773,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU11787,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__uncultured_bacterium_c_Subgroup_17,f__uncultured_bacterium_c_Subgroup_17,g__uncultured_bacterium_c_Subgroup_17,s__uncultured_bacterium_c_Subgroup_17
OTU118,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__uncultured_bacterium_g_Hymenobacter
OTU1180,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultivated_soil_bacterium_clone_C028,f__uncultured_bacterium_o_uncultivated_soil_bacterium_clone_C028,g__uncultured_bacterium_o_uncultivated_soil_bacterium_clone_C028,s__uncultured_bacterium_o_uncultivated_soil_bacterium_clone_C028
OTU1182,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__[Eubacterium]_coprostanoligenes_group,s__uncultured_bacterium_g_[Eubacterium]_coprostanoligenes_group
OTU1183,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1184,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__uncultured_bacterium_f_JG30-KF-CM45,s__uncultured_bacterium_f_JG30-KF-CM45
OTU1185,k__Bacteria,p__Chloroflexi,c__SHA-26,o__uncultured_bacterium_c_SHA-26,f__uncultured_bacterium_c_SHA-26,g__uncultured_bacterium_c_SHA-26,s__uncultured_bacterium_c_SHA-26
OTU1186,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__uncultured_bacterium_f_Muribaculaceae,s__uncultured_bacterium_f_Muribaculaceae
OTU11868,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__uncultured_bacterium_c_Deltaproteobacteria,f__uncultured_bacterium_c_Deltaproteobacteria,g__uncultured_bacterium_c_Deltaproteobacteria,s__uncultured_bacterium_c_Deltaproteobacteria
OTU1187,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__Truepera,s__uncultured_bacterium_g_Truepera
OTU1188,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__uncultured_bacterium_f_JG30-KF-CM45,s__uncultured_bacterium_f_JG30-KF-CM45
OTU1189,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__uncultured_bacterium_o_Chitinophagales,g__uncultured_bacterium_o_Chitinophagales,s__uncultured_bacterium_o_Chitinophagales
OTU11894,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU119,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1191,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__uncultured_bacterium_o_Microtrichales,g__uncultured_bacterium_o_Microtrichales,s__uncultured_bacterium_o_Microtrichales
OTU1192,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__uncultured_bacterium_c_Acidimicrobiia,f__uncultured_bacterium_c_Acidimicrobiia,g__uncultured_bacterium_c_Acidimicrobiia,s__uncultured_bacterium_c_Acidimicrobiia
OTU1193,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__uncultured_bacterium_f_Saccharimonadaceae,s__uncultured_bacterium_f_Saccharimonadaceae
OTU11938,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__uncultured_bacterium_f_Rhizobiaceae,s__uncultured_bacterium_f_Rhizobiaceae
OTU1194,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae_1,g__Candidatus_Arthromitus,s__uncultured_bacterium_g_Candidatus_Arthromitus
OTU1195,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae,g__Nannocystis,s__uncultured_bacterium_g_Nannocystis
OTU11966,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Acidobacteriales,f__uncultured_bacterium_o_Acidobacteriales,g__uncultured_bacterium_o_Acidobacteriales,s__uncultured_bacterium_o_Acidobacteriales
OTU1197,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU1198,k__Bacteria,p__Acidobacteria,c__Subgroup_5,o__uncultured_bacterium_c_Subgroup_5,f__uncultured_bacterium_c_Subgroup_5,g__uncultured_bacterium_c_Subgroup_5,s__uncultured_bacterium_c_Subgroup_5
OTU1199,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__uncultured_bacterium_o_Rhizobiales,g__uncultured_bacterium_o_Rhizobiales,s__uncultured_bacterium_o_Rhizobiales
OTU11996,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__uncultured_bacterium_f_Burkholderiaceae,s__uncultured_bacterium_f_Burkholderiaceae
OTU12,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__uncultured_bacterium_g_Erysipelatoclostridium
OTU120,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__uncultured_bacterium_f_Saccharimonadaceae,s__uncultured_bacterium_f_Saccharimonadaceae
OTU1202,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__uncultured_bacterium_g_Microvirga
OTU1204,k__Bacteria,p__Chloroflexi,c__KD4-96,o__uncultured_bacterium_c_KD4-96,f__uncultured_bacterium_c_KD4-96,g__uncultured_bacterium_c_KD4-96,s__uncultured_bacterium_c_KD4-96
OTU1205,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU12054,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Nordella,s__uncultured_bacterium_g_Nordella
OTU1206,k__Bacteria,p__Armatimonadetes,c__Chthonomonadetes,o__Chthonomonadales,f__uncultured_bacterium_o_Chthonomonadales,g__uncultured_bacterium_o_Chthonomonadales,s__uncultured_bacterium_o_Chthonomonadales
OTU1207,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__uncultured_bacterium_f_BIrii41,s__uncultured_bacterium_f_BIrii41
OTU12077,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU121,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured_bacterium_c_Alphaproteobacteria,f__uncultured_bacterium_c_Alphaproteobacteria,g__uncultured_bacterium_c_Alphaproteobacteria,s__uncultured_bacterium_c_Alphaproteobacteria
OTU1210,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__uncultured_bacterium_o_S085,g__uncultured_bacterium_o_S085,s__uncultured_bacterium_o_S085
OTU1213,k__Bacteria,p__Acidobacteria,c__uncultured_bacterium_p_Acidobacteria,o__uncultured_bacterium_p_Acidobacteria,f__uncultured_bacterium_p_Acidobacteria,g__uncultured_bacterium_p_Acidobacteria,s__uncultured_bacterium_p_Acidobacteria
OTU1214,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_bacterium_g_OM27_clade
OTU1215,k__Bacteria,p__Acidobacteria,c__Subgroup_18,o__uncultured_bacterium_c_Subgroup_18,f__uncultured_bacterium_c_Subgroup_18,g__uncultured_bacterium_c_Subgroup_18,s__uncultured_bacterium_c_Subgroup_18
OTU1216,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__uncultured_bacterium_f_Sphingomonadaceae,s__uncultured_bacterium_f_Sphingomonadaceae
OTU1217,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Hyphomonadaceae,g__SWB02,s__uncultured_bacterium_g_SWB02
OTU12171,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__uncultured_bacterium_g_Sphingomonas
OTU1218,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__uncultured_bacterium_o_Saccharimonadales,g__uncultured_bacterium_o_Saccharimonadales,s__uncultured_bacterium_o_Saccharimonadales
OTU122,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__uncultured_bacterium_g_Brevundimonas
OTU1220,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__[Eubacterium]_coprostanoligenes_group,s__uncultured_bacterium_g_[Eubacterium]_coprostanoligenes_group
OTU1221,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU1222,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Elsterales,f__uncultured_bacterium_o_Elsterales,g__uncultured_bacterium_o_Elsterales,s__uncultured_bacterium_o_Elsterales
OTU1223,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,s__uncultured_bacterium_g_Chthoniobacter
OTU1224,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__uncultured_bacterium_f_Sandaracinaceae,s__uncultured_bacterium_f_Sandaracinaceae
OTU1226,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__uncultured_bacterium_f_JG30-KF-CM45,s__uncultured_bacterium_f_JG30-KF-CM45
OTU1227,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__uncultured_bacterium_f_Chitinophagaceae,s__uncultured_bacterium_f_Chitinophagaceae
OTU1228,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU123,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__uncultured_bacterium_g_Ohtaekwangia
OTU1230,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__uncultured_bacterium_g_Candidatus_Alysiosphaera
OTU1231,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__uncultured_bacterium_f_Polyangiaceae,s__uncultured_bacterium_f_Polyangiaceae
OTU1232,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Kaistiaceae,g__Kaistia,s__uncultured_bacterium_g_Kaistia
OTU1235,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722,g__uncultured_bacterium_f_AKYG1722,s__uncultured_bacterium_f_AKYG1722
OTU12355,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Luedemannella,s__uncultured_bacterium_g_Luedemannella
OTU1236,k__Bacteria,p__Armatimonadetes,c__Armatimonadia,o__Armatimonadales,f__uncultured_bacterium_o_Armatimonadales,g__uncultured_bacterium_o_Armatimonadales,s__uncultured_bacterium_o_Armatimonadales
OTU1237,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema_2,s__uncultured_bacterium_g_Treponema_2
OTU1239,k__Bacteria,p__Acidobacteria,c__Subgroup_25,o__uncultured_bacterium_c_Subgroup_25,f__uncultured_bacterium_c_Subgroup_25,g__uncultured_bacterium_c_Subgroup_25,s__uncultured_bacterium_c_Subgroup_25
OTU124,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Cavicella,s__uncultured_bacterium_g_Cavicella
OTU1241,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Salinisphaerales,f__Solimonadaceae,g__Polycyclovorans,s__uncultured_bacterium_g_Polycyclovorans
