,Kingdom,Phylum,Class,Order,Family
OTU2115,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU2116,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__
OTU2118,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__67-14
OTU21185,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU2119,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU212,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU2123,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
OTU21238,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU2128,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU213,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae
OTU21330,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU21363,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU21373,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae
OTU21374,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae
OTU21375,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU21377,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
OTU214,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2140,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__MBNT15,f__
OTU2142,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__67-14
OTU2145,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__
OTU215,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU2153,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae
OTU21530,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU2154,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__
OTU2155,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU2157,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae
OTU216,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU217,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae
OTU21711,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU2174,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU21759,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU21770,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41
OTU218,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU21801,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2184,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU219,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2193,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2194,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU2196,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bdellovibrionaceae
OTU21988,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU22,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU220,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__,f__
OTU22010,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU221,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__
OTU22115,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU2214,k__Bacteria,p__Acidobacteria,c__Subgroup_22,o__,f__
OTU2216,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU22177,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU222,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae
OTU2220,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__
OTU2223,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU2224,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae
OTU22254,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU223,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU2230,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
OTU22304,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2234,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae
OTU22365,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU22366,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU224,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU2243,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU22437,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU2244,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU22444,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU22466,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methyloligellaceae
OTU22483,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU22484,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU2249,k__Bacteria,p__GAL15,c__,o__,f__
OTU22496,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU225,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU2252,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU2256,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__
OTU2257,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2258,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU22586,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae
OTU226,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Iamiaceae
OTU2261,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__A4b
OTU2266,k__Bacteria,p__Actinobacteria,c__MB-A2-108,o__,f__
OTU2269,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU227,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU2270,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__Ardenticatenaceae
OTU2276,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU2278,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU228,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__,f__
OTU2281,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae
OTU2285,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfarculales,f__Desulfarculaceae
OTU2287,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU229,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU2298,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU2299,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae
OTU23,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae
OTU230,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU2301,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU2302,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45
OTU2306,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU2308,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__bacteriap25
OTU231,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU2315,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU23180,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU232,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU23200,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae
OTU23244,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU23277,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU2329,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU233,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU2332,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2334,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Caldilineales,f__Caldilineaceae
OTU2335,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae
OTU23363,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae
OTU2337,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
OTU234,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU23405,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU2344,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__KI89A_clade,f__
OTU235,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU23560,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae
OTU23569,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae
OTU23576,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU236,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU2361,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Bogoriellaceae
OTU2367,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU237,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU2372,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU23740,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU2375,k__Bacteria,p__Acidobacteria,c__Subgroup_5,o__,f__
OTU2376,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__
OTU23767,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU2377,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU23779,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU238,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae
OTU23821,k__Bacteria,p__Chloroflexi,c__KD4-96,o__,f__
OTU2388,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU239,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU23905,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU2391,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__,f__
OTU2392,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU2396,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU23975,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU23981,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU24,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae
OTU240,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU24009,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2401,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Veillonellaceae
OTU24018,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae
OTU24021,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU2407,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45
OTU24096,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU241,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
OTU2414,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU2417,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU2418,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae
OTU2419,k__Bacteria,p__Latescibacteria,c__,o__,f__
OTU242,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU24201,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU2425,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU24258,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__,f__
OTU243,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU24319,k__Bacteria,p__Rokubacteria,c__NC10,o__Rokubacteriales,f__
OTU24360,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU244,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae
OTU245,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU2452,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__
OTU2456,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU24561,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU246,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU24639,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323
OTU2465,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Pyrinomonadales,f__Pyrinomonadaceae
OTU2467,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__TRA3-20
OTU247,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__
OTU24700,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU2479,k__Bacteria,p__Acidobacteria,c__Subgroup_22,o__,f__
OTU24796,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
OTU248,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU2488,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU249,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU2490,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae
OTU2491,k__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__OPB56,f__
OTU25,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
OTU250,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
OTU25016,k__Bacteria,p__Gemmatimonadetes,c__AKAU4049,o__,f__
OTU25024,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU25044,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae
OTU2505,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU251,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU252,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae
OTU2520,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae
OTU2523,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales,f__Cyanobiaceae
OTU25244,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2528,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Nannocystaceae
OTU253,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU2531,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae
OTU2533,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae
OTU2534,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae
OTU2538,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
OTU254,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU2542,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae
OTU25438,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU255,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU2552,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__
OTU2557,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU256,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU25604,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
OTU2567,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU25671,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU2568,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__
OTU25680,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU257,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU2570,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae
OTU25752,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU2576,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
OTU25773,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__
OTU258,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__,f__
OTU2584,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__37-13
OTU25864,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU2587,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae
OTU2589,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU259,k__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae
OTU25929,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae
OTU25938,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae
OTU2595,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae
OTU25970,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU26,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae
OTU260,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
OTU2600,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU26076,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU2608,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae
OTU261,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU26122,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU262,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae
OTU2625,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae
OTU2626,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU2628,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU263,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae
OTU26362,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU26396,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae
OTU264,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae
OTU2643,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae
OTU2647,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__
OTU2649,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae
OTU265,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU26557,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__AKYG1722
OTU2657,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__
OTU26572,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae
OTU2658,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU266,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae
OTU26627,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__,f__
OTU2666,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU26695,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Geodermatophilaceae
OTU267,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae
OTU268,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3
OTU2685,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
OTU26874,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
OTU269,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae
OTU2692,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae
OTU27,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__
OTU270,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae
OTU27000,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU271,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__,f__
OTU27131,k__Bacteria,p__Chloroflexi,c__TK10,o__,f__
OTU2716,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae
OTU27183,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__,f__
OTU272,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae
OTU27204,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
OTU2724,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae
